Date,Open,High,Low,Close,Volume
2025-05-14,1336.47,1348.84,1323.05,1338.55,47489
2025-05-15,1341.89,1374.63,1329.6,1350.89,5548
2025-05-16,1355.46,1376.48,1318.7,1336.15,78857
2025-05-19,1344.83,1369.06,1327.53,1328.75,62107
2025-05-20,1332.13,1361.0,1291.69,1320.95,43033
2025-05-21,1291.51,1311.73,1280.34,1293.84,59931
2025-05-22,1324.89,1357.5,1283.23,1306.48,66610
2025-05-23,1306.47,1317.79,1268.35,1296.75,60031
2025-05-26,1280.46,1323.57,1264.12,1298.34,70625
2025-05-27,1309.49,1342.92,1290.23,1310.87,78915
2025-05-28,1334.37,1337.2,1308.02,1322.72,45530
2025-05-29,1356.95,1384.86,1307.62,1339.88,65154
2025-05-30,1333.73,1340.47,1304.03,1338.84,74867
2025-06-02,1338.49,1364.38,1325.51,1329.98,55647
2025-06-03,1338.95,1365.76,1297.79,1329.4,73086
2025-06-04,1295.07,1322.85,1258.24,1290.35,22590
2025-06-05,1258.58,1279.89,1227.51,1258.03,61973
2025-06-06,1243.93,1264.82,1205.91,1229.34,35101
2025-06-09,1221.29,1231.92,1204.07,1208.5,72690
2025-06-10,1221.7,1233.82,1196.31,1218.4,27420
2025-06-11,1213.67,1219.36,1172.31,1199.76,55625
2025-06-12,1200.58,1224.81,1192.75,1192.79,30644
2025-06-13,1214.42,1234.34,1188.21,1221.88,13950
2025-06-16,1233.41,1255.02,1202.97,1215.27,48115
2025-06-17,1228.64,1260.83,1213.19,1232.62,30804
2025-06-18,1208.24,1215.18,1184.13,1213.14,15077
2025-06-19,1192.36,1223.58,1181.47,1209.87,71053
2025-06-20,1187.55,1218.94,1180.19,1190.39,30746
2025-06-23,1185.77,1194.21,1181.27,1184.32,33974
2025-06-24,1197.11,1230.77,1183.03,1203.42,22632
2025-06-25,1175.7,1193.06,1157.1,1167.21,6875
2025-06-26,1168.36,1186.99,1143.69,1177.5,27453
2025-06-27,1197.01,1205.49,1170.74,1183.72,23795
2025-06-30,1182.22,1195.18,1156.89,1172.24,64398
2025-07-01,1159.86,1179.42,1137.6,1142.9,55369
2025-07-02,1155.41,1160.76,1132.99,1145.53,72691
2025-07-03,1122.2,1154.3,1120.95,1135.76,63466
2025-07-04,1139.35,1142.67,1138.2,1141.65,43454
2025-07-07,1129.62,1144.41,1108.33,1143.24,47910
2025-07-08,1175.76,1192.54,1155.55,1177.35,9914
2025-07-09,1157.64,1176.72,1139.83,1173.45,63313
2025-07-10,1159.87,1165.87,1132.89,1153.01,9539
2025-07-11,1154.2,1169.94,1125.39,1157.88,26749
2025-07-14,1176.28,1176.32,1149.31,1163.62,13405
2025-07-15,1192.87,1203.19,1175.91,1193.25,46336
2025-07-16,1224.79,1232.76,1191.85,1212.38,63543
2025-07-17,1211.94,1236.03,1202.34,1221.38,30001
2025-07-18,1248.4,1283.96,1218.71,1254.77,22118
2025-07-21,1227.73,1251.05,1201.65,1229.18,50269
2025-07-22,1203.05,1244.19,1173.25,1216.25,8553
2025-07-23,1185.99,1198.12,1159.62,1197.18,57969
2025-07-24,1180.76,1206.91,1168.66,1189.98,51511
2025-07-25,1173.86,1174.0,1157.42,1161.68,44993
2025-07-28,1164.22,1198.85,1160.01,1176.12,51433
2025-07-29,1163.95,1199.52,1148.08,1172.59,77619
2025-07-30,1159.33,1169.81,1137.38,1142.72,50256
2025-07-31,1116.85,1145.41,1105.7,1122.97,27233
2025-08-01,1127.51,1139.41,1101.52,1130.43,21226
2025-08-04,1132.41,1158.56,1104.64,1148.61,57657
2025-08-05,1199.09,1220.32,1183.26,1191.04,17411
2025-08-06,1247.82,1282.62,1235.15,1254.7,22721
2025-08-07,1251.79,1287.23,1225.91,1265.31,14451
2025-08-08,1244.31,1275.16,1213.06,1244.04,74312
2025-08-11,1215.25,1233.01,1171.4,1197.54,6243
2025-08-12,1218.87,1245.7,1190.54,1204.51,17405
2025-08-13,1180.01,1189.59,1168.05,1188.09,51634
2025-08-14,1173.13,1199.98,1168.33,1180.4,19232
2025-08-15,1171.94,1178.72,1164.9,1168.58,6362
2025-08-18,1158.17,1184.61,1145.24,1166.79,44394
2025-08-19,1196.68,1218.39,1177.45,1190.34,34712
2025-08-20,1204.16,1233.76,1177.55,1194.9,74317
2025-08-21,1175.24,1216.42,1161.14,1192.68,43593
2025-08-22,1168.4,1174.4,1165.18,1171.64,54305
2025-08-25,1143.72,1147.99,1136.4,1137.49,34625
2025-08-26,1117.78,1134.3,1113.84,1128.67,78764
2025-08-27,1118.96,1141.97,1111.5,1128.71,73443
2025-08-28,1178.99,1190.16,1151.68,1165.76,11657
2025-08-29,1177.77,1200.82,1157.08,1169.66,60628
2025-09-01,1177.39,1218.45,1173.43,1191.52,69589
2025-09-02,1167.81,1188.04,1160.32,1182.0,64857
2025-09-03,1141.4,1186.32,1123.63,1157.97,65373
2025-09-04,1152.25,1163.62,1119.62,1139.01,58948
2025-09-05,1128.95,1145.35,1108.66,1125.28,5764
2025-09-08,1184.8,1198.65,1146.03,1169.52,50133
2025-09-09,1149.15,1164.76,1124.19,1153.4,29919
2025-09-10,1178.45,1188.45,1170.64,1171.96,17215
2025-09-11,1145.2,1156.93,1138.14,1154.08,48815
2025-09-12,1166.77,1180.52,1143.02,1174.59,71077
2025-09-15,1184.68,1198.55,1161.98,1183.9,14597
2025-09-16,1181.09,1210.09,1170.83,1181.75,8387
2025-09-17,1181.9,1185.33,1159.81,1182.06,15156
2025-09-18,1178.6,1204.43,1166.43,1169.31,27108
2025-09-19,1197.02,1226.42,1178.48,1179.87,49145
2025-09-22,1158.66,1180.31,1145.71,1171.39,10386
2025-09-23,1132.86,1170.97,1122.01,1146.72,35191
2025-09-24,1110.23,1128.59,1086.92,1121.49,45677
2025-09-25,1137.99,1154.61,1118.64,1126.1,60485
2025-09-26,1154.75,1170.96,1147.82,1159.23,27202
2025-09-29,1173.24,1179.31,1162.03,1163.73,35635
2025-09-30,1176.22,1179.17,1141.04,1162.41,14049
2025-10-01,1181.71,1187.01,1152.4,1169.55,9610
2025-10-02,1189.05,1219.49,1184.63,1198.21,38739
2025-10-03,1217.67,1228.0,1190.02,1204.14,58995
2025-10-06,1187.28,1201.26,1185.5,1196.44,23630
2025-10-07,1235.68,1259.69,1206.73,1221.46,26166
2025-10-08,1233.21,1249.75,1214.69,1232.11,41795
2025-10-09,1253.4,1271.38,1251.9,1267.4,11706
2025-10-10,1290.16,1295.44,1258.67,1272.85,41152
2025-10-13,1235.14,1253.96,1205.19,1246.07,33510
2025-10-14,1231.84,1241.74,1204.71,1216.63,13921
2025-10-15,1252.68,1266.55,1238.02,1254.0,54533
2025-10-16,1313.13,1339.99,1285.8,1294.16,19042
2025-10-17,1290.06,1296.21,1287.5,1291.27,56140
2025-10-20,1266.32,1294.64,1259.81,1283.65,30604
2025-10-21,1323.55,1348.39,1311.9,1318.7,67049
2025-10-22,1310.19,1324.54,1282.06,1293.74,20896
2025-10-23,1255.18,1305.84,1232.61,1274.2,70859
2025-10-24,1288.61,1294.39,1261.3,1290.23,9654
2025-10-27,1287.45,1300.1,1279.85,1282.36,53574
2025-10-28,1292.23,1307.13,1272.61,1283.52,28936
2025-10-29,1284.86,1300.05,1279.43,1281.03,44417
2025-10-30,1277.61,1311.97,1272.69,1290.1,30703
2025-10-31,1305.81,1338.95,1302.3,1324.07,60980
2025-11-03,1347.14,1365.04,1316.27,1327.55,61221
2025-11-04,1336.3,1376.11,1315.13,1344.27,60104
2025-11-05,1292.24,1314.21,1283.19,1296.01,60388
2025-11-06,1296.52,1325.92,1277.35,1296.17,19212
2025-11-07,1271.75,1290.83,1253.95,1277.79,53530
2025-11-10,1236.99,1253.9,1226.71,1251.03,14847
2025-11-11,1238.53,1239.14,1211.76,1232.51,54163
2025-11-12,1215.21,1250.19,1210.98,1226.33,61343
2025-11-13,1254.05,1258.11,1225.16,1247.77,23501
2025-11-14,1206.01,1227.87,1196.2,1219.23,73579
2025-11-17,1210.22,1237.67,1201.19,1221.12,73274
2025-11-18,1228.16,1246.89,1189.14,1211.7,28078
2025-11-19,1199.27,1235.18,1181.27,1205.76,51910
2025-11-20,1235.57,1236.29,1210.3,1228.73,57560
2025-11-21,1245.97,1259.8,1239.87,1241.86,70633
2025-11-24,1286.52,1296.88,1258.51,1273.0,57849
2025-11-25,1275.77,1286.43,1246.72,1270.73,41736
2025-11-26,1271.63,1301.0,1251.16,1256.08,75206
2025-11-27,1261.47,1285.59,1244.84,1252.27,78365
2025-11-28,1258.26,1273.36,1234.36,1258.99,50466
2025-12-01,1256.26,1272.4,1243.26,1264.25,53361
2025-12-02,1237.49,1247.63,1231.8,1240.84,26802
2025-12-03,1231.7,1244.33,1211.26,1244.1,69542
2025-12-04,1261.61,1288.08,1223.51,1250.45,57491
2025-12-05,1293.28,1321.12,1293.24,1308.36,63075
2025-12-08,1341.38,1359.08,1322.02,1353.87,35081
2025-12-09,1351.76,1384.91,1303.39,1334.43,51475
2025-12-10,1314.43,1355.13,1290.46,1328.86,40713
2025-12-11,1301.53,1305.17,1289.76,1295.18,71363
2025-12-12,1270.25,1296.28,1256.03,1282.7,23274
2025-12-15,1298.48,1319.67,1291.01,1291.27,42557
2025-12-16,1340.38,1357.69,1290.72,1320.59,56254
2025-12-17,1323.24,1333.77,1287.01,1304.58,59588
2025-12-18,1287.61,1292.18,1277.06,1290.52,62231
2025-12-19,1252.64,1278.7,1236.38,1241.93,31500
2025-12-22,1236.44,1249.5,1228.68,1239.54,58583
2025-12-23,1216.76,1244.25,1190.72,1217.08,65104
